 S1(Amp),S2(Amp),S1(Volt),S2(Volt),Light(kiloLux),Temp(degC),Weather,State
6.6,2.5,108,78,104,33,Sunny,Line-line
6.5,3.6,107,83,110,40,Sunny,Line-line
6.5,3.8,108,76,109,36,Sunny,Line-line
6.5,3.4,110,83,102,33,Sunny,Line-line
6.3,3.2,107,83,104,38,Sunny,Line-line
6,3.8,107,81,104,33,Sunny,Line-line
6.5,4,109,79,104,40,Sunny,Line-line
7.2,2.9,108,80,103,36,Sunny,Line-line
6.5,2.2,107,80,104,38,Sunny,Line-line
6.4,3.6,107,78,108,39,Sunny,Line-line
6.6,3.2,105,75,107,37,Sunny,Line-line
6.2,2.6,107,81,109,37,Sunny,Line-line
7.3,2.8,105,80,106,40,Sunny,Line-line
7.3,2.9,107,83,107,37,Sunny,Line-line
6.7,3.3,108,78,104,36,Sunny,Line-line
7,2.9,106,77,105,33,Sunny,Line-line
6.6,3.2,105,78,107,34,Sunny,Line-line
7.2,2.5,108,80,110,34,Sunny,Line-line
6.4,3.9,107,78,107,35,Sunny,Line-line
7.1,2.5,106,82,109,39,Sunny,Line-line
7,2.6,107,83,105,32,Sunny,Line-line
7.5,3.5,107,75,104,39,Sunny,Line-line
6.1,2.7,109,82,105,38,Sunny,Line-line
7.1,2.4,108,80,110,39,Sunny,Line-line
7.2,3.6,108,84,102,34,Sunny,Line-line
7.2,2.5,108,82,104,35,Sunny,Line-line
6.6,2.2,105,84,106,35,Sunny,Line-line
6.8,2.7,105,75,106,31,Sunny,Line-line
7.1,2.8,105,83,103,32,Sunny,Line-line
6.5,2.6,109,84,103,34,Sunny,Line-line
7.5,2.1,109,80,105,39,Sunny,Line-line
6.9,3,106,83,108,39,Sunny,Line-line
6.1,3.1,107,82,102,31,Sunny,Line-line
7.4,2.7,109,82,108,37,Sunny,Line-line
6,2.1,108,79,109,38,Sunny,Line-line
7,3.9,109,85,109,31,Sunny,Line-line
7.4,2.9,108,82,106,35,Sunny,Line-line
6.8,4,109,77,108,31,Sunny,Line-line
6.2,3.6,106,78,106,37,Sunny,Line-line
6.8,2.1,106,84,102,32,Sunny,Line-line
6.1,3.3,110,81,109,38,Sunny,Line-line
7.5,3.8,107,85,104,36,Sunny,Line-line
6,4,109,77,109,30,Sunny,Line-line
6.5,3.2,108,82,110,34,Sunny,Line-line
7.2,2.4,108,81,104,37,Sunny,Line-line
7.4,2.3,106,79,104,36,Sunny,Line-line
6.4,2.2,106,81,106,39,Sunny,Line-line
7,3,107,80,104,34,Sunny,Line-line
7.2,2.8,106,82,109,37,Sunny,Line-line
6.1,3,108,77,105,38,Sunny,Line-line
6.6,2.6,109,76,108,34,Sunny,Line-line
6.5,2.7,105,80,105,36,Sunny,Line-line
6.6,3.5,110,83,105,31,Sunny,Line-line
7.4,3.7,109,83,109,33,Sunny,Line-line
6.4,2.6,110,82,108,35,Sunny,Line-line
7.5,3.9,110,78,109,33,Sunny,Line-line
7,3.5,107,83,102,39,Sunny,Line-line
6.5,2.1,106,78,103,37,Sunny,Line-line
7.3,2.2,108,82,106,36,Sunny,Line-line
6.3,3.3,108,83,108,31,Sunny,Line-line
6.7,3.8,106,83,107,38,Sunny,Line-line
6.6,3.9,106,79,108,36,Sunny,Line-line
6.3,3,108,76,104,39,Sunny,Line-line
6.3,3.6,110,79,107,30,Sunny,Line-line
7.3,3.5,109,77,108,39,Sunny,Line-line
6.8,3.8,108,77,106,32,Sunny,Line-line
7.4,2.4,108,82,107,38,Sunny,Line-line
6.7,3.8,108,80,108,37,Sunny,Line-line
6.9,2.2,107,84,105,38,Sunny,Line-line
7.2,3.5,108,80,106,30,Sunny,Line-line
6,2.1,106,80,105,32,Sunny,Line-line
6.9,2.3,106,81,108,31,Sunny,Line-line
6.4,2.9,108,85,102,32,Sunny,Line-line
7.5,2.4,109,83,106,39,Sunny,Line-line
7.1,3.3,108,78,109,36,Sunny,Line-line
7.3,3.9,110,77,102,39,Sunny,Line-line
6.3,2.4,105,81,104,37,Sunny,Line-line
7,3.5,106,78,105,36,Sunny,Line-line
7.1,3.1,107,84,110,33,Sunny,Line-line
6.9,3.2,109,78,102,38,Sunny,Line-line
6.6,3.1,105,81,107,31,Sunny,Line-line
6.2,3.8,106,78,106,37,Sunny,Line-line
7.5,2.3,106,81,105,32,Sunny,Line-line
6.5,3.2,107,80,103,34,Sunny,Line-line
6.2,3.9,108,81,103,36,Sunny,Line-line
7.4,2.5,110,79,105,36,Sunny,Line-line
6.2,2.6,106,85,105,38,Sunny,Line-line
6.1,2.9,109,79,110,36,Sunny,Line-line
6.8,2.8,107,80,105,35,Sunny,Line-line
7.5,3.8,109,81,102,34,Sunny,Line-line
7.2,3.3,109,75,103,35,Sunny,Line-line
7.2,2.9,108,79,106,31,Sunny,Line-line
7.5,3.1,106,77,110,35,Sunny,Line-line
6.5,3.4,107,82,106,35,Sunny,Line-line
2.1,5.1,73,102,107,37,Sunny,Line-line
1.9,5.4,75,100,104,37,Cloudy,Line-line
2.4,5.2,74,108,106,33,Cloudy,Line-line
1.3,5.2,76,104,104,37,Cloudy,Line-line
1.7,5.1,73,101,105,36,Cloudy,Line-line
2.1,5.4,74,109,104,37,Cloudy,Line-line
1,5.3,71,105,105,31,Cloudy,Line-line
2.7,5.2,73,105,105,39,Cloudy,Line-line
1.3,5.6,75,101,106,37,Cloudy,Line-line
2.2,5.6,75,101,110,32,Cloudy,Line-line
2.3,5.6,74,107,104,38,Cloudy,Line-line
2.2,5.6,74,103,107,39,Cloudy,Line-line
2.9,5.6,75,107,109,37,Cloudy,Line-line
1.5,5.4,73,107,104,40,Cloudy,Line-line
1.9,5.6,75,101,105,31,Cloudy,Line-line
2.5,5.4,74,102,103,32,Cloudy,Line-line
2.8,5.2,75,101,109,38,Cloudy,Line-line
0.9,5.5,72,107,104,40,Cloudy,Line-line
2.2,5.8,72,109,106,33,Cloudy,Line-line
1,5.5,73,101,102,36,Cloudy,Line-line
0.9,5.4,72,103,104,30,Cloudy,Line-line
1.7,5.8,76,109,107,37,Cloudy,Line-line
2.7,5.6,71,102,102,38,Cloudy,Line-line
1.3,5.8,71,106,107,34,Cloudy,Line-line
2.4,5.7,74,102,108,37,Cloudy,Line-line
1.2,5.2,75,101,102,37,Cloudy,Line-line
2.7,5.3,71,101,108,35,Cloudy,Line-line
1.1,5.6,74,107,103,33,Cloudy,Line-line
1.7,5.8,74,101,106,33,Cloudy,Line-line
2.8,5.7,73,105,110,38,Cloudy,Line-line
2.6,5.3,71,102,107,35,Cloudy,Line-line
1.2,5.8,76,110,110,36,Cloudy,Line-line
1.4,5.4,72,108,109,33,Cloudy,Line-line
1.2,5.2,74,108,108,38,Cloudy,Line-line
1.3,5.6,73,103,102,33,Cloudy,Line-line
2.3,5.2,72,101,107,33,Cloudy,Line-line
1.3,5.8,73,103,108,30,Cloudy,Line-line
2.5,5.2,73,106,104,32,Cloudy,Line-line
2.6,5.2,73,109,106,34,Cloudy,Line-line
2.5,5.9,75,101,108,32,Cloudy,Line-line
1.4,5.8,73,110,105,31,Cloudy,Line-line
2.1,5.4,72,105,107,30,Cloudy,Line-line
2.5,5.6,74,103,110,33,Cloudy,Line-line
2.6,5.5,75,109,104,39,Cloudy,Line-line
1.2,5.7,76,107,103,35,Cloudy,Line-line
1.4,5.3,71,106,103,37,Cloudy,Line-line
1.4,5.7,71,109,103,33,Cloudy,Line-line
1.3,5.5,73,102,103,37,Cloudy,Line-line
1.1,5.5,74,100,104,39,Cloudy,Line-line
1.2,5.5,75,110,107,32,Cloudy,Line-line
1.1,5.6,76,109,108,40,Cloudy,Line-line
2.7,5.3,75,101,110,33,Cloudy,Line-line
1.2,5.9,75,107,108,33,Cloudy,Line-line
1,5.7,75,106,108,39,Cloudy,Line-line
2.4,5.2,76,103,107,33,Cloudy,Line-line
2.6,5.5,71,107,108,40,Cloudy,Line-line
1.2,5.8,73,106,105,32,Cloudy,Line-line
1.1,5.2,76,107,109,39,Cloudy,Line-line
1.2,5.9,74,108,108,36,Cloudy,Line-line
1.6,5.8,72,108,104,34,Cloudy,Line-line
1,5.2,72,110,103,40,Cloudy,Line-line
2.6,5.7,76,110,104,39,Cloudy,Line-line
1.8,5.2,72,110,102,31,Cloudy,Line-line
1.1,5.4,75,106,105,35,Cloudy,Line-line
1.2,5.2,74,107,106,31,Cloudy,Line-line
2.4,5.6,73,103,107,36,Cloudy,Line-line
2.8,5.5,72,104,109,40,Cloudy,Line-line
2.4,5.6,73,100,107,34,Cloudy,Line-line
1.2,5.2,74,104,107,34,Cloudy,Line-line
1.5,5.4,73,108,105,38,Cloudy,Line-line
1.1,5.3,72,101,109,37,Cloudy,Line-line
2.7,5.4,71,101,105,32,Cloudy,Line-line
2,5.3,74,102,103,32,Cloudy,Line-line
1.7,5.2,72,109,108,33,Cloudy,Line-line
1.1,5.4,72,103,108,35,Cloudy,Line-line
1.6,5.6,75,104,108,35,Cloudy,Line-line
2.3,5.4,75,101,106,36,Cloudy,Line-line
2.5,5.5,76,100,103,31,Cloudy,Line-line
1.1,5.6,73,106,103,34,Cloudy,Line-line
1.7,5.9,75,101,106,39,Cloudy,Line-line
1.4,5.2,71,108,105,34,Cloudy,Line-line
2,5.5,74,108,109,38,Cloudy,Line-line
1.7,5.4,72,109,108,38,Cloudy,Line-line
1.8,5.6,75,103,106,35,Cloudy,Line-line
2.5,5.7,76,108,106,30,Cloudy,Line-line
2.8,5.4,74,106,105,39,Cloudy,Line-line
2.6,5.8,75,105,107,35,Cloudy,Line-line
1.8,5.3,75,101,105,34,Cloudy,Line-line
1.2,5.7,72,101,105,33,Cloudy,Line-line
1.3,5.8,72,110,107,36,Cloudy,Line-line
2.6,5.6,74,103,103,32,Cloudy,Line-line
1.7,5.6,75,100,106,33,Cloudy,Line-line
2.9,5.3,72,109,105,36,Cloudy,Line-line
2.4,5.5,74,109,106,38,Cloudy,Line-line
1,5.6,73,101,104,36,Cloudy,Line-line
2,5.9,72,109,108,32,Cloudy,Line-line
1.3,5.7,73,105,103,36,Cloudy,Line-line
0.9,5.6,71,107,109,35,Cloudy,Line-line
1.4,5.7,71,104,107,33,Cloudy,Line-line
2.4,5.3,74,101,103,35,Cloudy,Line-line
2.4,5.3,75,101,104,33,Cloudy,Line-line
2.1,5.6,74,100,108,30,Cloudy,Line-line
1.4,5.2,72,103,103,38,Cloudy,Line-line
1.2,5.4,76,101,105,35,Cloudy,Line-line
2.3,5.9,73,110,103,30,Cloudy,Line-line
1.3,5.4,76,106,104,38,Cloudy,Line-line
2.6,5.3,74,104,108,39,Cloudy,Line-line
2.8,5.7,72,109,105,34,Cloudy,Line-line
1.4,5.6,75,104,106,32,Cloudy,Line-line
1.8,5.5,74,104,110,32,Cloudy,Line-line
1.8,5.6,71,107,105,37,Cloudy,Line-line
2.1,5.5,75,108,106,31,Cloudy,Line-line
2.7,5.2,75,101,104,36,Cloudy,Line-line
1.6,5.3,72,100,109,39,Cloudy,Line-line
1.2,5.5,71,100,109,33,Cloudy,Line-line
1.5,5.6,72,109,110,36,Cloudy,Line-line
1.1,5.2,75,107,108,39,Cloudy,Line-line
1.9,5.2,73,107,103,31,Cloudy,Line-line
2.8,5.5,71,108,109,32,Cloudy,Line-line
1.3,5.3,71,107,110,30,Cloudy,Line-line
1.2,5.7,75,108,110,37,Cloudy,Line-line
2.5,5.2,72,103,105,36,Cloudy,Line-line
1.9,5.3,72,107,105,38,Cloudy,Line-line
2.3,5.9,71,108,105,30,Cloudy,Line-line
1.6,5.7,74,110,109,37,Cloudy,Line-line
2.7,5.5,72,107,109,38,Cloudy,Line-line
2.8,5.3,76,105,108,32,Cloudy,Line-line
1,5.7,72,107,106,35,Cloudy,Line-line
2.2,5.9,73,108,103,35,Cloudy,Line-line
2.2,5.3,74,103,108,35,Cloudy,Line-line
1.9,5.5,73,108,109,36,Cloudy,Line-line
1.7,5.5,73,109,109,32,Cloudy,Line-line
0.9,5.6,72,104,102,34,Cloudy,Line-line
2.6,5.3,73,106,105,33,Cloudy,Line-line
1.1,5.6,71,108,105,39,Cloudy,Line-line
2.3,5.4,72,107,108,39,Cloudy,Line-line
1,5.6,76,106,108,38,Cloudy,Line-line
1.8,5.5,72,105,105,31,Cloudy,Line-line
0.9,5.6,71,108,108,37,Cloudy,Line-line
2.4,5.8,72,105,104,36,Cloudy,Line-line
1.5,5.8,74,107,105,39,Cloudy,Line-line
2.7,5.5,72,104,108,31,Cloudy,Line-line
2.5,5.8,73,105,103,40,Cloudy,Line-line
2.7,5.6,71,106,103,36,Cloudy,Line-line
1.5,5.4,76,108,110,35,Cloudy,Line-line
1,5.4,74,108,102,37,Cloudy,Line-line
1.8,5.8,74,107,107,34,Cloudy,Line-line
0.9,5.1,76,104,103,36,Cloudy,Line-line
1.3,5.5,73,105,105,37,Cloudy,Line-line
1.7,5.6,75,108,106,39,Cloudy,Line-line
1.8,5.2,75,104,107,33,Cloudy,Line-line
1.9,5.9,76,108,110,36,Cloudy,Line-line
2.1,5.4,73,108,103,34,Cloudy,Line-line
2.7,5.2,76,101,106,38,Cloudy,Line-line
2.8,5.2,76,108,108,33,Cloudy,Line-line
1,5.5,75,103,106,38,Cloudy,Line-line
1.2,5.6,76,109,103,37,Cloudy,Line-line
1.8,5.4,72,107,108,36,Cloudy,Line-line
1.5,5.9,72,107,110,32,Cloudy,Line-line
1.9,5.3,73,107,106,39,Cloudy,Line-line
1.8,5.2,76,101,105,38,Cloudy,Line-line
2.1,5.7,75,108,109,35,Cloudy,Line-line
0.9,5.5,76,104,105,40,Cloudy,Line-line
1.3,5.5,74,101,102,35,Cloudy,Line-line
2.9,5.4,74,110,108,34,Cloudy,Line-line
1.2,5.3,71,107,104,35,Cloudy,Line-line
2.7,5.3,72,107,109,36,Cloudy,Line-line
2.6,5.7,74,104,108,36,Cloudy,Line-line
2,5.3,73,103,106,36,Cloudy,Line-line
2.5,5.3,74,105,110,39,Cloudy,Line-line
1.8,5.1,74,107,104,39,Cloudy,Line-line
2.3,5.1,72,106,109,37,Cloudy,Line-line
1.4,5.5,73,103,106,33,Cloudy,Line-line
1.3,5.2,72,106,105,30,Cloudy,Line-line
2.9,5.4,76,107,106,35,Cloudy,Line-line
1.6,5.2,75,109,106,32,Cloudy,Line-line
2.1,5.8,75,108,108,32,Cloudy,Line-line
1.3,5.7,74,107,103,31,Cloudy,Line-line
2.8,5.2,72,103,103,34,Cloudy,Line-line
2.7,5.4,75,106,105,33,Cloudy,Line-line
1.2,5.4,74,108,109,38,Cloudy,Line-line
1.8,5.3,71,109,105,34,Cloudy,Line-line
2.2,5.1,73,103,105,34,Cloudy,Line-line
2.8,5.7,74,105,103,39,Cloudy,Line-line
1.2,5.1,76,107,105,33,Cloudy,Line-line
1.2,5.5,72,108,106,36,Cloudy,Line-line
2,5.4,76,107,109,36,Cloudy,Line-line
1.4,5.9,75,104,102,36,Cloudy,Line-line
2.2,5.6,73,108,102,32,Cloudy,Line-line
0.9,5.2,74,109,109,34,Cloudy,Line-line
1.5,5.2,74,102,104,40,Cloudy,Line-line
1.8,5.4,74,108,109,38,Cloudy,Line-line
1.1,5.3,74,110,108,38,Cloudy,Line-line
1.2,5.2,74,100,105,35,Cloudy,Line-line
2.5,5.5,75,101,104,36,Cloudy,Line-line
2.7,5.2,73,108,103,30,Cloudy,Line-line
2,5.5,73,109,103,36,Cloudy,Line-line
1.8,5.7,74,110,106,35,Cloudy,Line-line
1.8,5.7,72,110,103,34,Cloudy,Line-line
2.3,5.3,75,108,107,35,Cloudy,Line-line
2.8,5.3,74,106,104,34,Cloudy,Line-line
2.2,5.3,74,102,104,36,Cloudy,Line-line
2.8,5.5,75,104,107,33,Cloudy,Line-line
2.6,5.4,75,103,106,37,Cloudy,Line-line
2.2,5.4,71,105,106,36,Cloudy,Line-line
2.2,5.4,75,106,107,33,Cloudy,Line-line
1.9,5.4,72,109,109,39,Cloudy,Line-line
1.4,5.5,75,101,108,38,Cloudy,Line-line
1.9,5.4,75,105,106,36,Cloudy,Line-line
1,5.4,75,106,108,32,Cloudy,Line-line
2,5.1,72,105,103,35,Cloudy,Line-line
1,5.4,71,106,107,35,Cloudy,Line-line
1.9,5.8,73,105,103,34,Cloudy,Line-line
2,5.5,74,110,105,37,Cloudy,Line-line
1.6,5.2,74,108,109,38,Cloudy,Line-line
2.6,5.6,72,107,103,36,Cloudy,Line-line
1.1,5.4,72,101,109,32,Cloudy,Line-line
1.7,5.7,72,106,104,38,Cloudy,Line-line
1.9,5.1,75,109,106,30,Cloudy,Line-line
1,5.4,73,102,105,39,Cloudy,Line-line
2.3,5.2,74,101,107,39,Cloudy,Line-line
2.4,5.5,73,108,108,32,Cloudy,Line-line
2.2,5.7,75,103,103,38,Cloudy,Line-line
2.5,5.6,73,102,102,36,Cloudy,Line-line
2.5,5.4,72,104,104,36,Cloudy,Line-line
1.1,5.5,74,105,108,38,Cloudy,Line-line
2,5.6,73,108,108,34,Cloudy,Line-line
2.2,5.2,75,107,109,32,Cloudy,Line-line
1.6,5.8,72,103,106,39,Cloudy,Line-line
1.3,5.9,73,103,104,33,Cloudy,Line-line
2.1,5.5,75,108,107,38,Cloudy,Line-line
1.1,5.8,74,104,104,34,Cloudy,Line-line
2.3,5.9,75,110,106,36,Cloudy,Line-line
2.5,5.4,73,105,102,40,Cloudy,Line-line
1.1,5.5,75,105,108,40,Cloudy,Line-line
1.3,5.2,75,101,110,39,Cloudy,Line-line
2.5,5.2,72,101,104,40,Cloudy,Line-line
2.8,5.8,75,109,103,30,Cloudy,Line-line
2.1,5.9,71,105,105,30,Cloudy,Line-line
1.5,5.7,76,100,106,34,Cloudy,Line-line
1.2,5.8,73,103,103,34,Cloudy,Line-line
2,5.6,75,106,103,35,Cloudy,Line-line
1.8,5.5,72,110,108,33,Cloudy,Line-line
1.6,5.3,74,103,106,32,Cloudy,Line-line
1.9,5.3,73,110,107,36,Cloudy,Line-line
1.5,5.7,73,103,105,35,Cloudy,Line-line
2,5.6,71,101,106,40,Cloudy,Line-line
2.6,5.8,74,103,109,31,Cloudy,Line-line
1.2,5.2,71,103,110,31,Cloudy,Line-line
2.4,5.3,72,106,103,37,Cloudy,Line-line
1.8,5.5,71,103,108,35,Cloudy,Line-line
1.8,5.2,72,105,106,38,Cloudy,Line-line
5.4,4.6,100,101,97,15,Sunny,Normal
4.7,5.1,104,104,72,16,Sunny,Normal
3.2,3.7,81,81,88,16,Sunny,Normal
3.6,3.8,85,87,92,14,Sunny,Normal
5.4,5.4,102,95,82,12,Sunny,Normal
5.1,3.8,100,105,100,16,Sunny,Normal
3.4,4,80,83,98,14,Sunny,Normal
4.7,4.1,91,87,93,16,Sunny,Normal
4.3,4.9,93,86,95,12,Sunny,Normal
3.6,4.2,102,92,87,12,Sunny,Normal
3.4,4.4,85,90,93,16,Sunny,Normal
3.9,5.2,91,80,89,14,Sunny,Normal
4.1,3.7,80,106,90,12,Sunny,Normal
4.2,5.7,98,96,81,12,Sunny,Normal
5.5,3.8,94,92,92,12,Sunny,Normal
5.1,4.2,96,81,99,15,Sunny,Normal
5.3,3.8,93,98,99,14,Sunny,Normal
3,4.9,88,81,97,15,Sunny,Normal
3.5,3.3,93,101,86,15,Sunny,Normal
3.2,4.9,102,105,99,16,Sunny,Normal
4.4,4.1,93,101,98,12,Sunny,Normal
5.1,5.6,103,92,81,13,Sunny,Normal
5.1,4.3,99,81,86,15,Sunny,Normal
5,4.4,86,95,86,15,Sunny,Normal
3.6,5.1,82,89,80,13,Sunny,Normal
5.5,4.6,99,85,92,16,Sunny,Normal
5.3,5,84,97,86,16,Sunny,Normal
4.6,4.8,92,86,99,12,Sunny,Normal
4.6,3.5,80,100,98,12,Sunny,Normal
4.6,3.5,100,85,95,13,Sunny,Normal
3.4,5,83,92,96,16,Sunny,Normal
3.9,4.1,87,84,87,15,Sunny,Normal
4.3,5.2,86,96,90,12,Sunny,Normal
4.4,4.5,97,89,93,12,Sunny,Normal
5.5,3.3,87,101,84,15,Sunny,Normal
4.9,4.2,83,86,85,16,Sunny,Normal
5.4,5.4,100,101,90,13,Sunny,Normal
4.5,5.4,100,92,94,14,Sunny,Normal
3.4,5,88,96,90,13,Sunny,Normal
3.8,5.5,90,81,86,12,Sunny,Normal
3.6,3.8,103,103,80,14,Sunny,Normal
3.5,5.3,90,103,85,16,Sunny,Normal
4.4,4.8,102,104,85,13,Sunny,Normal
5.7,3.9,105,91,88,15,Sunny,Normal
3,5.7,96,92,80,13,Sunny,Normal
5.5,4.8,102,105,87,14,Sunny,Normal
4.4,4.7,100,95,95,15,Sunny,Normal
5,3.4,84,81,83,14,Sunny,Normal
5.2,3,103,83,100,15,Sunny,Normal
4.9,5.6,88,98,81,16,Sunny,Normal
4.5,5.5,105,98,89,16,Sunny,Normal
4,5.5,82,106,85,16,Sunny,Normal
3.6,4.1,80,95,92,12,Sunny,Normal
3,5.3,99,80,92,14,Sunny,Normal
3.2,3.3,83,97,100,13,Sunny,Normal
4,3.1,80,86,97,13,Sunny,Normal
5.6,3.7,95,85,83,12,Sunny,Normal
3.4,5.1,101,83,86,13,Sunny,Normal
3.7,5.2,81,88,98,13,Sunny,Normal
5.3,4.2,94,104,96,14,Sunny,Normal
5.5,4.5,103,89,80,13,Sunny,Normal
4.1,4.7,86,80,83,16,Sunny,Normal
4.1,3.1,104,102,84,16,Sunny,Normal
3,4.8,104,83,93,15,Sunny,Normal
5.2,5.2,101,94,89,16,Sunny,Normal
5.3,3.2,100,85,99,14,Sunny,Normal
5,3.2,103,93,100,16,Sunny,Normal
5.7,4.4,86,98,80,14,Sunny,Normal
4,3.9,95,102,90,12,Sunny,Normal
4.1,5,82,89,96,13,Sunny,Normal
3.1,4.6,100,88,95,15,Sunny,Normal
4,5.6,82,84,88,14,Sunny,Normal
4.4,5.3,103,82,92,12,Sunny,Normal
4.5,4.6,101,87,85,15,Sunny,Normal
3.9,4.1,101,97,99,12,Sunny,Normal
3.1,4.8,99,84,85,14,Sunny,Normal
3.7,4.7,105,106,96,12,Sunny,Normal
5,3.5,94,80,92,16,Sunny,Normal
5.1,4.3,88,90,83,15,Sunny,Normal
3.7,3.8,101,86,90,12,Sunny,Normal
4,4,100,88,96,15,Sunny,Normal
4.5,5.6,87,95,98,12,Sunny,Normal
5.4,3.2,94,100,80,16,Sunny,Normal
4.8,3.6,101,104,93,14,Sunny,Normal
3.5,4.6,97,101,83,16,Sunny,Normal
5.4,5.1,100,84,93,12,Sunny,Normal
4.4,3.4,106,82,83,16,Sunny,Normal
4.2,3.8,86,104,80,13,Sunny,Normal
4,4.8,104,97,99,13,Sunny,Normal
3.7,5.4,85,104,99,12,Sunny,Normal
4.2,4,89,105,94,16,Sunny,Normal
5.2,4.2,106,105,89,12,Sunny,Normal
3.3,3.5,97,100,98,16,Sunny,Normal
4.7,5.1,104,93,86,16,Sunny,Normal
4,4.5,104,104,80,15,Sunny,Normal
5.3,4.9,90,89,81,12,Sunny,Normal
4.6,3.7,90,85,93,13,Sunny,Normal
3.9,4,89,100,88,14,Sunny,Normal
4,4.2,101,106,98,13,Sunny,Normal
5,5.7,94,88,89,15,Sunny,Normal
4.8,4.7,83,106,86,13,Sunny,Normal
5.2,3.1,87,80,98,12,Sunny,Normal
3.3,5.3,89,84,93,16,Sunny,Normal
5.2,3.8,99,94,93,12,Sunny,Normal
5.1,3.8,87,102,82,16,Sunny,Normal
5.3,4.8,97,98,83,13,Sunny,Normal
3.4,4.1,91,100,100,16,Sunny,Normal
4.2,5.4,104,92,86,13,Sunny,Normal
4.4,4.1,91,104,82,13,Sunny,Normal
5.5,4.2,82,88,89,15,Sunny,Normal
3.7,5.4,83,102,81,12,Sunny,Normal
3,4.7,83,92,85,16,Sunny,Normal
5.3,3.7,83,81,80,12,Sunny,Normal
4.8,5.3,81,90,80,12,Sunny,Normal
3.6,4,99,85,100,14,Sunny,Normal
4.8,3.8,91,89,92,13,Sunny,Normal
4.2,3.5,93,102,93,15,Sunny,Normal
5.4,4.9,105,98,88,12,Sunny,Normal
5.1,3,83,89,100,16,Sunny,Normal
5,5.1,87,89,95,14,Sunny,Normal
3.6,3.4,88,97,97,14,Sunny,Normal
3.5,3.7,87,82,96,16,Sunny,Normal
3.3,5.3,104,95,99,12,Sunny,Normal
5.1,3.6,103,102,85,14,Sunny,Normal
5.6,3.4,81,88,94,14,Sunny,Normal
5.1,3.6,85,97,85,12,Sunny,Normal
3.5,5.3,105,85,80,16,Sunny,Normal
3.1,5.7,102,100,84,16,Sunny,Normal
4.7,4.5,97,99,92,14,Sunny,Normal
3.8,5.6,82,96,99,16,Sunny,Normal
5.2,3.8,84,89,91,13,Sunny,Normal
4.3,3.9,97,81,94,12,Sunny,Normal
3.8,3.6,94,104,81,12,Sunny,Normal
4.3,3.1,82,92,97,12,Sunny,Normal
5.4,3.9,83,105,92,13,Sunny,Normal
5.2,3.1,99,97,89,15,Sunny,Normal
3.7,5,101,92,82,12,Sunny,Normal
3.7,4.6,88,94,94,14,Sunny,Normal
4.7,3.2,81,94,97,16,Sunny,Normal
4.7,4.8,92,89,98,14,Sunny,Normal
3.9,3.7,83,104,89,14,Sunny,Normal
4.7,4.3,101,93,87,14,Sunny,Normal
4.3,4.4,96,105,99,15,Sunny,Normal
5.1,3.3,104,91,89,13,Sunny,Normal
4.6,3.4,96,90,97,12,Sunny,Normal
4,3.3,101,84,97,14,Sunny,Normal
4.2,3.2,82,82,91,13,Sunny,Normal
4,3.5,90,93,98,13,Sunny,Normal
4.4,3.7,106,96,81,13,Sunny,Normal
5,4.4,80,98,95,13,Sunny,Normal
3.2,3.3,92,90,95,14,Sunny,Normal
3.7,5,85,84,98,13,Sunny,Normal
3.2,3.4,87,95,80,13,Sunny,Normal
4.9,3.1,96,106,92,16,Sunny,Normal
4,4.6,81,91,95,16,Sunny,Normal
3.2,4.1,85,86,92,13,Sunny,Normal
4.4,5.1,80,91,91,12,Sunny,Normal
5.2,4.2,94,92,90,14,Sunny,Normal
4.9,4.9,81,99,94,13,Sunny,Normal
5.6,5.5,81,90,97,16,Sunny,Normal
3.8,4.8,103,99,88,12,Sunny,Normal
5.2,5.3,87,95,97,16,Sunny,Normal
4.4,5.5,90,81,83,15,Sunny,Normal
5.1,3,101,86,99,14,Sunny,Normal
4.4,4.3,104,106,93,14,Sunny,Normal
3.6,5.6,101,102,89,14,Sunny,Normal
3.6,5.4,81,90,81,13,Sunny,Normal
3.5,4.1,103,94,90,14,Sunny,Normal
4.1,3.7,83,89,85,13,Sunny,Normal
3.1,4,84,104,89,13,Sunny,Normal
3,3.3,81,91,98,12,Sunny,Normal
4.3,3.1,80,106,94,13,Sunny,Normal
3.9,4.2,87,91,97,16,Sunny,Normal
5.1,4,94,97,91,13,Sunny,Normal
3.1,3.8,92,82,81,16,Sunny,Normal
3.8,5.5,80,104,82,12,Sunny,Normal
4.6,5.7,97,89,80,16,Sunny,Normal
4.6,4,91,88,100,14,Sunny,Normal
4.6,4,99,90,100,15,Sunny,Normal
4.6,4.7,84,82,98,14,Sunny,Normal
5.1,5.1,106,97,84,15,Sunny,Normal
5.1,3.3,82,103,91,14,Sunny,Normal
4.7,5.2,97,104,90,16,Sunny,Normal
4.1,4.3,85,86,91,14,Sunny,Normal
4.5,4.6,85,96,84,14,Sunny,Normal
5,4.6,92,83,88,15,Sunny,Normal
4,3.5,91,83,99,12,Sunny,Normal
4.2,4.4,96,93,82,13,Sunny,Normal
4.5,5.1,95,93,98,15,Sunny,Normal
4.9,3.9,98,86,98,15,Sunny,Normal
4.6,4.7,100,97,99,14,Sunny,Normal
3.3,3.2,83,80,87,13,Sunny,Normal
5.4,3.5,105,83,86,12,Sunny,Normal
4.4,4.7,91,92,82,15,Sunny,Normal
